,name,phone,location
1088,대산 동물병원,0416333715,충청남도 홍성군 홍성읍 고암리
1089,대산동물병원,,충청남도 서산시 대산읍 대산리
1090,대산서울동물병원,,경상남도 창원시 의창구 대산면 제동리
1091,대성동물병원,,경상남도 고성군 영오면 영산리
1092,대성동물병원,,전라북도 정읍시 상평동
1093,대성동물병원,011-4044-3555,경상북도 상주시 서성동
1094,대성동물병원,317-7558,부산광역시 사상구 주례동
1095,대성동물약품병원,02-571-4478,서울특별시 강남구 도곡동
1096,대소동물병원,0438837511,충청북도 음성군 대소면 태생리
1097,대신동물병원,051-254-2304,부산광역시 서구 서대신동3가
1098,대심동물병원,031-962-1588,경기도 고양시 덕양구 관산동
1099,대심동물병원,054-655-8290,경상북도 예천군 예천읍 서본리
1100,대영동물병원,,전라북도 완주군 용진읍 신지리
1101,대영동물병원,246-7155,전라북도 전주시 덕진구 산정동
1102,대영동물병원,,전라남도 완도군 완도읍 군내리
1103,대영동물병원,,전라북도 김제시 검산동
1104,대우동물병원,,전라남도 함평군 함평읍 내교리
1105,대운 동물병원,054-331-3375,경상북도 영천시 화룡동
1106,대웅동물병원,353-6666,경상남도 밀양시 내이동
1107,대원가축병원,054-772-4488,경상북도 경주시 동부동
1108,대일종합동물병원,051-529-2991,부산광역시 동래구 안락동
1109,대전24시 센트럴동물병원,042-719-7779,대전광역시 중구 용두동
1110,대전광역시 동물보호센터 부속 동물병원,042-825-1118,대전광역시 유성구 금고동
1111,대전본동물병원,042-546-7588,대전광역시 서구 관저동
1112,대전야생동물구조관리센터 동물병원,0428217930,대전광역시 유성구 궁동
1113,대전우리동물의료센터,042-222-1117,대전광역시 중구 대사동
1114,대전종합 동물병원,532-7588,대전광역시 서구 갈마동
1115,대전충남 양돈축산업협동조합 부설동물병원,570-1378/010-3933-5426,충청남도 천안시 동남구 다가동
1116,대전충남양계농협 양계전문동물병원,041-590-5003,충청남도 천안시동남구 원성동
1117,대전충청 영상안과 동물병원,,대전광역시 서구 둔산동
1118,대치동물메디컬센터,02-501-8275,서울특별시 강남구 대치동
1119,대치성심동물병원,5011139,서울특별시 강남구 대치동
1120,대치수동물병원,02-539-3339,서울특별시 강남구 대치동
1121,대학동물병원,261-8277,경기도 용인시 수지구 풍덕천동
1122,대학동물병원,559-7581,경기도 남양주시 화도읍 마석우리
1123,대학동물병원,918-3344,서울특별시 성북구 장위동
1124,대학동물병원,841-0811,전라북도 익산시 창인동1가
1125,대학동물병원,482-0075,경기도 안산시 상록구 월피동
1126,대학로동물병원,3672-8441,서울특별시 종로구 명륜2가
1127,대한동물병원,,경기도 포천시 영북면 운천리
1128,대한동물병원,061-533-7582,전라남도 해남군 해남읍 고도리
1129,대한동물병원,535-4276,전라북도 정읍시 장명동
1130,대한동물병원,2694-4821,서울특별시 강서구 화곡동
1131,대한동물병원,674-9678,경기도 안성시 죽산면 죽산리
1132,대한동물병원,343-8484,강원도 횡성군 횡성읍 읍하리
1133,대한동물병원,2263-6134,서울특별시 중구 충무로4가
1134,대한동물병원(산업동물 출장진료 전문 동물병원),011-9150-8844,경기도 파주시 금촌동
1135,대현동물병원,2651-1855,서울특별시 양천구 목동
1136,대형동물병원,998-1785,서울특별시 강북구 수유동
1137,대호가축병원,,경상남도 창녕군 창녕읍 교리
1138,대호동물병원,051-256-1188,부산광역시 서구 토성동5가
1139,대호동물병원,054-247-7582,경상북도 포항시 북구 남빈동
1140,대흥동물병원,629-8111,대구광역시 남구 대명동
1141,대흥동물병원,054-249-2100,경상북도 포항시 북구 장성동
1142,더 가까운 동물병원,043-543-5575,충청북도 보은군 보은읍 이평리
1143,더 샵 동물메디컬센터,416-7512,서울특별시 송파구 신천동
1144,더 펫 동물병원,,대전광역시 동구 가오동
1145,더그린 컨설팅&크리닉,,경상북도 경산시 용성면 용전리
1146,더나은 동물병원,0553664626,경상남도 양산시 물금읍 가촌리
1147,더나은동물병원,063-562-9154,전라북도 고창군 고창읍 교촌리
1148,더난 동물병원,053-552-0075,대구광역시 서구 중리동
1149,더독,031-977-0154,경기도 고양시 일산동구 중산동
1150,더독동물병원,382-3243,서울특별시 은평구 대조동
1151,더문 동물병원,,대구광역시 북구 사수동
1152,더바름동물병원,02-6953-7515,경기도 고양시 덕양구 향동동
1153,더벳한남동물병원,02-6956-2280,서울특별시 용산구 한남동
1154,더본 동물병원,0323262992,경기도 부천시 중동
1155,더블유동물병원,02-883-0007,서울특별시 관악구 봉천동
1156,더사랑 동물병원,468-7975,전라북도 군산시 수송동
1157,더샵 동물병원,,경상북도 경산시 중산동
1158,더싼 동물병원,02-932-8575,서울특별시 노원구 상계동
1159,더오동물병원,02-423-5755,서울특별시 송파구 잠실동
1160,더원동물메디컬센터,0426238461,대전광역시 동구 용전동
1161,더원동물의료센터,051-808-5550,부산광역시 부산진구 초읍동
1162,더조은 동물의료센터,802-2811,서울특별시 금천구 시흥동
1163,더존 동물병원,,경상북도 상주시 사벌국면 덕담리
1164,더케이동물병원,02-2213-8875,서울특별시 동대문구 답십리동
1165,더클래스동물메디컬센터,031-713-7975,경기도 성남시 분당구 정자동
1166,더키움 동물병원,061-725-7542,전라남도 순천시 신대리
1167,더펫 동물병원,070-4113-7566,전라북도 전주시 덕진구 인후동1가
1168,더펫동물병원,,전라북도 전주시 완산구 효자동2가
1169,더펫동물병원,041-561-8613,충청남도 천안시 서북구 두정동
1170,더펫동물병원,070-4293-0622,대구광역시 서구 비산동
1171,더펫동물병원,,대전광역시 유성구 봉명동
1172,더편한동물병원,02-982-7975,서울특별시 성북구 길음동
1173,더프라임동물의료원,0516252345,부산광역시 수영구 남천동
1174,더힐동물병원,051-341-3344,부산광역시 북구 덕천동
1175,더힐동물의료센터,02-792-8275,서울특별시 용산구 한남동
1176,덕계동물병원,031-861-7588,경기도 양주시 회정동
1177,덕산가축병원,,경상남도 산청군 시천면 사리
1178,덕산동물의료센터,055-551-0825,경상남도 창원시 진해구 덕산동
1179,덕소동물병원,576-7535,경기도 남양주시 와부읍 덕소리
1180,덕수동물병원,467-8575,인천광역시 남동구 간석동
1181,덕정동물병원,031-857-7551,
1182,덕천동물의료센터,332-8060,부산광역시 북구 덕천동
1183,데이동물의료센터,031-791-7583,경기도 하남시 망월동
1184,데이지동물병원,225-7588,전라북도 전주시 완산구 효자동1가
1185,데일리동물병원,041-734-7511,충청남도 논산시 취암동
1186,데파트 동물병원,055-251-8800,경상남도 창원시 마산합포구 중앙동3가
1187,도곡종합동물병원,554-8875,서울특별시 강남구 역삼동
1188,도그 앤 피플 동물병원,247-6656,울산광역시 남구 무거동
1189,도그마루 동물병원,,서울특별시 송파구 잠실동
1190,도그빌동물병원,645-2289,강원도 강릉시 교동
1191,도그스타 동물병원,031-291-8896,경기도 수원시 권선구 호매실동
1192,도그앤캣 동물병원,055-637-0975,경상남도 거제시 수월동
1193,도그앤캣동물병원,032-524-0075,인천광역시 부평구 부평동
1194,도그원 동물의료센터,02-358-1591,서울특별시 은평구 갈현동
1195,도그파파,031-767-0175,경기도 광주시 곤지암읍 건업리
1196,도그플러스,475-0975,경기도 안산시 상록구 성포동
1197,도그플러스,"996-0975,010-2731-0253",경기도 김포시 풍무동
1198,도그플러스 동물병원,680-0975,경상남도 거제시 장평동
1199,도그플러스 동물병원,3421-9075,서울특별시 중랑구 신내동
1200,도그플러스 동물병원,,경상남도 김해시 내동
1201,도그플러스 동물병원,031-851-7373,경기도 의정부시 금오동
1202,도그플러스 동물병원,055-276-8275,경상남도 창원시 팔용동
1203,도그플러스 동물병원,055-276-8275,경상남도 창원시 의창구 팔용동
1204,도그플러스 동물병원,054-462-0075,경상북도 구미시 광평동
1205,도그플러스 동물병원 마산점,055-252-0075,경상남도 창원시 마산회원구 양덕동
1206,도그플러스 동물병원(미유펫 대구점),053-314-0075,대구광역시 북구 동천동
1207,도그플러스동물병원,02-2069-0082,서울특별시 영등포구 문래동3가
1208,도그플러스동물병원,053-568-7582,대구광역시 달서구 용산동
1209,도그플러스동물병원,055-251-5800,경상남도 창원시 마산회원구 양덕동
1210,도그플러스동물병원,862-0975,인천광역시 남동구 간석동
1211,도그플러스동물병원,055-313-0975,경상남도 김해시 대청동
1212,도깨비동물병원,0542817582,경상북도 포항시 남구 지곡동
1213,도담가축동물병원,,강원도 춘천시 신북읍 율문리
1214,도담도담동물병원,062-973-7579,광주광역시 광산구 쌍암동
1215,도담도담동물병원,943-7582,서울특별시 성북구 하월곡동
1216,도담동물병원,,경상남도 김해시 진영읍 진영리
1217,도담동물병원,818-0251,부산광역시 부산진구 범천동
1218,도담동물병원,955-8400,서울특별시 도봉구 도봉동
1219,도담동물병원,053-716-7582,
1220,도담동물병원,0634526700,전라북도 군산시 미장동
1221,도담동물병원,0634526700,전라북도 군산시 미장동
1222,도담동물병원,02-388-0275,서울특별시 은평구 역촌동
1223,도담동물병원,,경상북도 영주시 휴천동
1224,도담동물병원(출장진료전문 동물병원),,서울특별시 성동구 행당동
1225,도담이네 동물병원,,충청북도 청주시 흥덕구 가경동
1226,도담이네 동물병원,,충청북도 청주시 흥덕구 가경동
1227,도도 동물병원,,경상남도 사천시 사남면 월성리
1228,도도동물병원,294-8855,충청북도 청주시상당구 용암동
1229,도도동물병원,0432948855,충청북도 청주시 상당구 용암동
1230,도드람양돈협동조합동물병원,042-826-7938,대전광역시 서구 관저동
1231,도란도란동물병원,408-8584,경기도 안산시 상록구 사동
1232,도래동물병원,031-375-7590,경기도 오산시 수청동
1233,도리원 동물병원,054-833-8838,경상북도 의성군 봉양면 화전리
1234,도수의과가축병원,,경상북도 군위군 군위읍 서부리
1235,도안 ECO 종합동물병원,042-485-7582,대전광역시 유성구 봉명동
1236,도안동물병원,544-7582,대전광역시 서구 관저동
1237,도야동물병원,278-4100,전라남도 목포시 용당동
1238,도원동물병원,053-641-0010,대구광역시 달서구 상인동
1239,도원동물병원,,전라북도 김제시 황산면 봉월리
1240,도촌 동물병원,755-5975,경기도 성남시 중원구 도촌동
1241,도화동물병원,02-712-8875,서울특별시 마포구 도화동
1242,도희동물병원,032-566-0038,인천광역시 서구 심곡동
1243,독립문동물병원,02-733-5060,서울특별시 서대문구 냉천동
1244,독사랑동물병원,627-1470,대구광역시 남구 봉덕동
1245,독산온동물병원,,서울특별시 금천구 독산동
1246,돌봄 동물병원,051-751-7585,부산광역시 해운대구 우동
1247,돌봄동물메디컬클리닉,053-631-7975,대구광역시 달서구 월성동
1248,돌봄동물병원,02-426-2775,서울특별시 강동구 암사동
1249,돌봄동물병원,031-217-7570,경기도 수원시 영통구 매탄동
1250,돌봄동물병원,031-911-7585,경기도 고양시 일산서구 덕이동
1251,돌산동물병원,011-646-2783,전라남도 여수시 돌산읍 군내리
1252,동계동물병원,,전라북도 순창군 동계면 현포리
1253,동구종합동물병원,,부산광역시 동구 수정동
1254,동래종합동물병원,,부산광역시 동래구 온천동
1255,동명동물병원,322-0041,대구광역시 북구 읍내동
1256,동물병원 Dr.정,031-733-9325,경기도 성남시 중원구 은행동
1257,동물병원 HADA,8049-8875,
1258,동물병원 WITH-PET,855-1275,경상남도 사천시 사천읍 선인리
1259,동물병원 공감,02-484-7975,서울특별시 강동구 천호동
1260,동물병원 다움,062-419-2020,광주광역시 북구 신안동
1261,동물병원 닥터K,02-306-1259,서울특별시 마포구 상암동
1262,동물병원 돌봄,8016-5559,경기도 성남시 분당구 판교동
1263,동물병원 메이,02-797-4408,서울특별시 용산구 한남동
1264,동물병원 베를린,02-830-1494,서울특별시 강동구 고덕동
1265,동물병원 산책,714-0209,부산광역시 금정구 부곡동
1266,동물병원 움,02-6956-7599,서울특별시 은평구 불광동
1267,동물병원 위드,907-1565,서울특별시 강북구 수유동
1268,동물병원 이야기,232-7582,충청북도 청주시 흥덕구 봉명동
1269,동물병원 퍼피하우스,721-5703,제주특별자치도 제주시 용담일동
1270,동물병원닥터스,,충청남도 천안시 서북구 불당동
1271,동물병원도담도담,,제주특별자치도 서귀포시 남원읍 남원리
1272,동물병원루니,031-719-9545,경기도 성남시 분당구 금곡동
1273,동물병원알루,02-402-3270,서울특별시 송파구 문정동
1274,동물사랑동물병원,031-298-7502,경기도 수원시 팔달구 화서동
1275,동물사랑동물병원,413-4402,경기도 안산시 단원구 선부동
1276,동물사랑동물병원,02-3142-0008,서울특별시 마포구 망원동
1277,동물사랑동물병원,032-816-5457,인천광역시 연수구 선학동
1278,동물사랑병원,323-8275,경기도 부천시 상동
1279,동물에 반하다 동물병원,,인천광역시 서구 청라동
1280,동물영상진단센터/나음고양이병원,,서울특별시 강동구 길동
1281,동물은 내친구 동물병원,416-0075,경기도 안산시 상록구 본오동
1282,동물은내친구,02-582-7708,서울특별시 동작구 사당동
1283,동물을사랑하는사람들,990-7588,서울특별시 강북구 번동
1284,동물의료법인 플러스,031-273-7562,경기도 수원시 영통구 영통동
1285,동물의료센터 청십자,,전라북도 정읍시 연지동
1286,동물의왕국 동물병원,439-0039,인천광역시 남동구 구월동
1287,동물의왕국동물병원,406-4814,서울특별시 송파구 마천동
1288,동물자유연대 부속 동물병원,031-523-3013,경기도 남양주시 화도읍 답내리
1289,동물제중원금손이 동물병원,581-5500,서울특별시 서초구 방배동
1290,동물치유쉼터,281-6740,전라북도 전주시 덕진구 덕진동1가
1291,동백동물병원,031-693-8627,경기도 용인시 기흥구 중동
1292,동부 동물병원,231-2456,전라북도 전주시 완산구 경원동3가
1293,동부동물병원,,
1294,동산,,경상북도 의성군 금성면 대리리
1295,동산동물병원,,경기도 양주시 남면 상수리
1296,동산동물병원,254-3366,대구광역시 중구 남성로
1297,동산동물병원,766-6833,인천광역시 동구 송림동
1298,동산동물병원,054-531-0788,경상북도 상주시 성하동
1299,동삼동물병원,033-261-8175,강원도 춘천시 동내면 학곡리
1300,동서울동물병원,444-7533,서울특별시 광진구 광장동
1301,동성가축병원,332-2385,강원도 평창군 평창읍 하리
1302,동성가축병원,,강원도 평창군 평창읍 하리
1303,동성가축병원,,강원도 평창군 평창읍 하리
1304,동성가축병원,,강원도 평창군 평창읍 하리
1305,동성가축병원,,강원도 평창군 평창읍 하리
1306,동성가축병원,,강원도 평창군 평창읍 하리
1307,동성가축병원,,강원도 평창군 평창읍 하리
1308,동수동물병원,032-511-5338,인천광역시 부평구 부평동
1309,동수사랑동물병원,344-5554,인천광역시 부평구 부평동
1310,동수원동물종합병원(권선점),031-237-1212,경기도 수원시 권선구 권선동
1311,동심,744-1030,제주특별자치도 제주시 연동
1312,동심동물병원,744-1030,제주특별자치도 제주시 연동
1313,동아동물병원,064-792-3324,제주특별자치도 서귀포시 성산읍 고성리
1314,동안동물병원,,충청남도 홍성군 홍북면 신경리
1315,동암동물병원,437-5535,인천광역시 남동구 간석동
1316,동양축산병원,552-3003,부산광역시 동래구 명륜동
1317,동울산동물병원,052)235-0458,울산광역시 동구 전하동
1318,동원동물병원,,경상북도 문경시 흥덕동
1319,동원동물병원,055-852-0797,경상남도 사천시 사천읍 수석리
1320,동은동물병원,,경상북도 영주시 영주동
1321,동인동물병원,592-8275,경기도 남양주시 호평동
1322,동인동물병원,424-4258,대구광역시 중구 동인동4가
1323,동인종합동물병원,055-552-7980,경상남도 창원시 진해구 안골동
1324,동인종합동물병원,055-552-7980,경상남도 창원시 진해구 안골동
1325,동일동물병원,031-265-1175,경기도 용인시 수지구 동천동
1326,동주동물병원,,강원도 철원군 동송읍 이평리
1327,동주동물병원,031-455-7588,경기도 안양시 동안구 호계동
1328,동진강낙협동물병원,063-542-4223,전라북도 김제시 순동
1329,동진동물병원,031-593-9405,경기도 남양주시 화도읍 마석우리
1330,동진동물병원,,전라북도 김제시 요촌동
1331,동천 동물병원,053-323-8875,대구광역시 북구 동천동
1332,동탄24시동물의료센터,,경기도 화성시 반송동
1333,동탄동물병원,031-8003-8831,경기도 화성시 능동
1334,동탄스케치동물병원,031-373-6307,경기도 화성시 영천동
1335,동탄중앙동물병원,031-373-7524,경기도 화성시 청계동
1336,동탄호수동물병원,031-376-7800,경기도 화성시 산척동
1337,동편동물병원,031-426-8661,경기도 안양시 동안구 관양동
1338,동해동물병원,033-532-7886,강원도 동해시 천곡동
1339,동해삼척태백축산업협동조합 동물병원,"573-5031,3",강원도 삼척시 남양동
1340,동행동물병원,062-251-7582,광주광역시 북구 오치동
1341,동행동물병원,986-9816,경기도 김포시 풍무동
1342,동행동물의료센터,051-908-7575,부산광역시 북구 덕천동
1343,동현24시동물병원,7687599,경기도 광주시 송정동
1344,동호동물병원,055-572-6001,경상남도 의령군 의령읍 동동리
1345,두남자동물병원,053-721-7585,대구광역시 달서구 진천동
1346,두루동물병원,442-7772-3,
1347,두루동물병원,033-744-6722,강원도 원주시 무실동
1348,두류동물병원,622-7585,대구광역시 달서구 성당동
1349,두리동물병원,449-8575,서울특별시 송파구 마천동
1350,두리동물병원,031-225-7533,경기도 수원시 권선구 세류동
1351,두리동물병원,,전라남도 영암군 영암읍 역리
1352,두리동물클리닉,031-221-2410,경기도 수원시 팔달구 매산로3가
1353,두리종합동물병원,02-3476-7522,서울특별시 서초구 반포동
1354,두리틀동물병원,302-3275,서울특별시 서대문구 북가좌동
1355,두산동물병원,054-434-6961,경상북도 김천시 성내동
1356,두산메디펫동물병원,761-8875,대구광역시 수성구 지산동
1357,두암동물병원,8464597,서울특별시 양천구 목동
1358,두타동물병원,574-0775,강원도 삼척시 남양동
1359,둔산동물병원,536-3480,대전광역시 서구 갈마동
1360,둔촌동물병원,474-5100,서울특별시 강동구 성내동
1361,둘레길동물병원,02-354-7544,서울특별시 은평구 불광동
1362,둘리동물병원,993-0075,서울특별시 도봉구 창동
1363,드림24 동물병원,031-335-7582,경기도 용인시 처인구 마평동
1364,드림동물병원,032-822-7588,인천광역시 연수구 동춘동
1365,드림동물병원,0236660204,서울특별시 구로구 고척동
1366,드림동물병원,574-7595,경기도 남양주시 진접읍 장현리
1367,드림동물병원,,충청남도 천안시 동남구 신방동
1368,드림동물병원,472-7566,대전광역시 서구 탄방동
1369,드림동물병원,267-0775,충청북도 청주시 흥덕구 봉명동
1370,드림동물병원,,부산광역시 금정구 구서동
1371,드림동물병원,02-508-7583,서울특별시 강남구 역삼동
1372,드림동물병원,928-7582,서울특별시 성북구 동소문동5가
1373,드림벳동물병원,055-756-5612,경상남도 진주시 문산읍 상문리
1374,드림펫 동물병원,464-7588,서울특별시 광진구 중곡동
1375,든든동물병원,,경기도 이천시 모가면 진가리
1376,디디동물병원,032-719-7533,인천광역시 강화군 강화읍 갑곳리
1377,디딤동물병원,,전라남도 순천시 조례동
1378,디스동물병원,632-2365,경상남도 거제시 고현동
1379,디아나동물병원,031-381-8275,경기도 안양시 동안구 관양동
1380,디아나동물병원,025219010,서울특별시 서초구 방배동
1381,디아크동물병원,02-960-7501,서울특별시 동대문구 청량리동
1382,디아크동물종합병원,02-816-7582,서울특별시 동작구 노량진동
1383,디알씨동물병원,051-624-8275,부산광역시 기장군 기장읍 동부리
1384,디에스 동물메디컬,053-593-2842,대구광역시 달성군 다사읍 죽곡리
1385,디엔씨,9780075,경기도 고양시 덕양구 행신동
1386,디엔씨동물병원,02-717-7571,서울특별시 마포구 노고산동
1387,디오 동물병원,032-815-8275,인천광역시 연수구 송도동
1388,디오빌 동물병원,02-2671-0026,서울특별시 영등포구 당산동5가
1389,디위드동물병원,632-7553,대전광역시 대덕구 송촌동
1390,딜리동물병원,605-1275,경기도 성남시 분당구 야탑동
1391,따뜻한 on동물병원,,
1392,따뜻한 동물병원,032-811-7553,인천광역시 연수구 연수동
1393,따스한 동물병원,,경기도 용인시 기흥구 청덕동
1394,땅콩 동물병원,02-3665-7588,서울특별시 강서구 마곡동
1395,땅콩동물병원,02-3394-7075,서울특별시 동대문구 답십리동
1396,땡큐,033-255-7582,
1397,땡큐DOG동물병원,,경기도 김포시 마산동
1398,떡심콩심동물병원,0317698270,경기도 광주시 초월읍 쌍동리
1399,또바기,,경기도 파주시 동패동
1400,라라(Lara) 동물병원,341-1155,대구광역시 북구 침산동
1401,라라동물의료원,839-7585,서울특별시 구로구 구로동
1402,라뽀동물병원,,경기도 평택시 서정동
1403,라온 동물 메디컬센터,286-5050,울산광역시 중구 반구동
1404,라온 반려 동물병원,041-675-4675,충청남도 태안군 태안읍 동문리
1405,라온동물병원,792-7585,서울특별시 용산구 이태원동
1406,라온동물병원,291-7900,부산광역시 사하구 하단동
1407,라온동물병원,031-215-8588,경기도 수원시 영통구 매탄동
1408,라온동물병원,02-375-7575,서울특별시 마포구 성산동
1409,라온동물병원,,대전광역시 동구 가오동
1410,라온펫 동물병원,627-8875,대전광역시 대덕구 중리동
1411,라온펫동물병원,,서울특별시 송파구 송파동
1412,라움동물병원,,경기도 김포시 장기동
1413,라이프 동물병원,02-832-7975,서울특별시 영등포구 신길동
1414,라이프동물병원,064-746-7579,제주특별자치도 제주시 노형동
1415,라인동물병원,,울산광역시 울주군 삼남면 신화리
1416,라임동물병원,031-533-5065,경기도 포천시 신북면 만세교리
1417,라임동물병원,,경기도 파주시 다율동
1418,라임동물병원,676-7533,경기도 부천시 원종동
1419,라임동물병원,055-345-1612,경상남도 김해시 진영읍 진영리
1420,라임동물병원,02-2281-8122,서울특별시 성동구 홍익동
1421,라임동물병원,02-6227-7582,서울특별시 송파구 방이동
1422,라파 동물병원,,경기도 화성시 봉담읍 동화리
1423,라파동물병원,054-955-0058,
1424,라파동물병원,053-557-7582,대구광역시 달서구 본리동
1425,라파엘 동물병원,032-777-0975,인천광역시 연수구 송도동
1426,라파엘동물병원,02-3444-7509,서울특별시 서초구 반포동
1427,라파엘종합동물병원,02-333-8632,서울특별시 서대문구 연희동
1428,라포레동물메디컬센터,031-360-7588,경기도 의왕시 삼동
1429,람보동물병원,042-825-8461,대전광역시 유성구 지족동
1430,랑S종합동물병원,757-7502,경상남도 진주시 상대동
1431,래이동물의료센터,556-7588,서울특별시 강남구 대치동
1432,래플즈 동물병원,031-563-7582,경기도 구리시 인창동
1433,러브펫,791-5775,경기도 하남시 신장동
1434,러브펫 동물병원,0547711930,경상북도 경주시 황성동
1435,러브펫 동물병원,02-2634-8275,서울특별시 영등포구 영등포동4가
1436,러브펫동물병원,031-868-0275,경기도 동두천시 송내동
1437,러브펫동물병원,011-9775-4039,인천광역시 미추홀구 주안동
1438,러브펫종합동물병원,02-837-8875,서울특별시 관악구 신림동
1439,럭키동물병원,031-875-1559,경기도 의정부시 호원동
1440,런던동물병원,032-611-0275,경기도 부천시 송내동
1441,레미 동물병원,02-470-4707,서울특별시 중랑구 면목동
1442,레스펫동물병원,02-575-0855,서울특별시 서초구 양재동
1443,레알피부전문동물병원,524-8275,부산광역시 동래구 안락동
1444,레오동물병원,031-253-4313,경기도 수원시 장안구 정자동
1445,레오동물병원,,경기도 김포시 고촌읍 신곡리
1446,레이동물병원,031-245-7707,경기도 수원시 장안구 정자동
1447,레이크동물병원,8005-7507,경기도 용인시 기흥구 동백동
1448,레이크동물의료센터,041-621-5000,충청남도 천안시 서북구 성성동
1449,레인보우동물병원,,대전광역시 동구 성남동
1450,로뎀나무 동물의료센터,031-847-7720,경기도 양주시 만송동
1451,로뎀동물병원,031-952-7576,경기도 파주시 문산읍 문산리
1452,로뎀종합동물병원,017-299-9414,경기도 부천시 원미동
1453,로로 동물병원,031-988-8916,경기도 김포시 장기동
1454,로로동물의료센터,043-223-0011,충청북도 청주시 청원구 사천동
1455,로얄 도그앤캣 메디컬센터,468-6612,서울특별시 광진구 자양동
1456,로얄동물메디컬센터,"494-7582,",서울특별시 중랑구 중화동
1457,로얄동물메디컬센터 강동,02-457-0075,서울특별시 강동구 길동
1458,로얄동물메디컬센터w,02-323-8275,서울특별시 마포구 서교동
1459,로얄동물병원,,충청남도 서산시 동문동
1460,로얄동물병원,031-857-7570,경기도 양주시 고암동
1461,로얄동물병원,354-0975,서울특별시 은평구 구산동
1462,로얄동물병원,742-7275,대구광역시 수성구 범어동
1463,로얄말전문병원,,제주특별자치도 제주시 조천읍 교래리
1464,로얄벳 동물병원,031-263-7585,경기도 용인시 수지구 신봉동
1465,로얄종합동물병원,766-8230,강원도 원주시 명륜동
1466,로얄펫동물병원,879-4478(9),경기도 의정부시 의정부동
1467,로엘동물병원,457-8575,서울특별시 광진구 자양동
1468,로운동물의료센터,02-6953-7576,서울특별시 강서구 등촌동
1469,로이동물병원,02-927-7878,서울특별시 성북구 동소문동6가
1470,로이종합동물병원,051-742-7975,부산광역시 해운대구 재송동
1471,로잔동물의료센터,02-872-7588,서울특별시 관악구 봉천동
1472,로하동물병원,062-371-7512,광주광역시 서구 쌍촌동
1473,로하스 동물병원,577-7606,경기도 남양주시 와부읍 덕소리
1474,로하스 동물병원,031-923-8271,경기도 고양시 일산서구 주엽동
1475,로하스동물병원,,대전광역시 대덕구 덕암동
1476,로하스동물병원,,
1477,롯데동물메디컬센터,"051-851-6612,3",부산광역시 부산진구 양정동
1478,롯데동물병원,973-5959,서울특별시 노원구 중계동
1479,롯데마트 안성점 쿨펫,031-618-7533,경기도 안성시 공도읍 양기리
1480,루아동물병원,031-352-0002,경기도 화성시 향남읍 하길리
1481,루원하이동물병원,,인천광역시 서구 가정동
1482,루이스24시동물병원,710-1237,인천광역시 남동구 만수동
1483,류인광동물병원(출장진료전문병원),,강원도 영월군 한반도면 쌍용리
1484,류태현동물병원,553-4409,부산광역시 동래구 온천동
1485,리더스 동물병원,02-2652-1865,서울특별시 양천구 신정동
1486,리더스동물병원,031-372-7550,경기도 화성시 청계동
1487,리더스동물병원,051-701-7588,부산광역시 해운대구 좌동
1488,리더스동물병원,064-749-7533,제주특별자치도 제주시 연동
1489,리더스동물병원,629-0075,대구광역시 남구 대명동
1490,리버동물의료센터,052-713-7575,울산광역시 중구 태화동
1491,리버동물의료센터,044-865-7599,세종특별자치시  대평동
1492,리버풀동물병원,031-945-7297,경기도 파주시 금촌동
1493,리베동물메디컬센터,02-2604-0156,서울특별시 양천구 목동
1494,리본 동물병원,489-8275,대전광역시 서구 갈마동
1495,리봄동물의료센터,054-251-8275,경상북도 포항시 북구 장성동
1496,리센츠 스타 동물병원,02-419-1010,서울특별시 송파구 잠실동
1497,리안 동물병원,051-747-1275,부산광역시 해운대구 중동
1498,리얼펫동물병원,044-864-7579,세종특별자치시  장군면 은용리
1499,리오동물병원,415-7579,서울특별시 송파구 신천동
1500,리옹동물병원,"326-5939,5938",경상남도 김해시 내동
1501,리즈 동물병원,053-764-8275,대구광역시 수성구 두산동
1502,리즈동물병원,2062-1110,서울특별시 양천구 목동
1503,리즈동물병원,535-7579,서울특별시 서초구 잠원동
1504,리즈펫동물병원,02-479-2285,경기도 고양시 덕양구 동산동
1505,리치동물병원,507-1110,인천광역시 부평구 삼산동
1506,리치동물병원,,부산광역시 부산진구 당감동
1507,리치펫동물병원,031-8005-9725,경기도 용인시 기흥구 중동
1508,리틀쥬동물의료원,268-8884,울산광역시 남구 신정동
1509,린동물병원,0515142470,부산광역시 동래구 온천동
1510,린동물병원,041-558-8875,충청남도 아산시 배방읍 장재리
1511,링크동물의료센터,02-393-7577,서울특별시 서대문구 북아현동
1512,마곡M동물의료센터,0226627515,서울특별시 강서구 방화동
1513,마곡나무 동물병원,2661-7515,서울특별시 강서구 마곡동
1514,마더스동물병원,445-7579,서울특별시 강남구 세곡동
1515,마로동물병원,061-363-9482,전라남도 곡성군 곡성읍 읍내리
1516,마로동물병원,6014-8275,서울특별시 성북구 하월곡동
1517,마루 동물병원,063-276-7500,전라북도 전주시 완산구 서신동
1518,마루 동물병원(출장진료 전문병원),,전라남도 무안군 무안읍 성남리
1519,마루동물병원,384-5445,광주광역시 서구 금호동
1520,마루동물병원,,경기도 평택시 용이동
1521,마루동물병원,0537681002,대구광역시 수성구 황금동
1522,마루동물병원,024438898,서울특별시 송파구 거여동
